x0,y0,name,elevation,inv_ele,max_depth,open,InitDepth,SurDepth,Aponded,routing
12710328.9777,2550071.1244,SWD40315731,22.0,12.95,9.05,0,0,0,1,1
12709882.0507,2549842.748,SWD40313821,11.0,6.729,4.271,0,0,0,1,1
12710163.8028,2550102.3534,SWD40313141,15.0,10.738,4.262,0,0,0,1,1
12709797.8894,2549583.0086,SWD41013231,8.01,4.41,3.6,0,0,0,1,1
12710084.0262,2549820.175,SWD40314341,19.0,13.2,5.8,0,0,0,1,1
12710580.9048,2549894.3903,SWD40315861,34.49,30.79,3.7,0,0,0,1,1
12709995.9266,2549867.2807,SWD40314091,11.584,7.984,3.6,0,0,0,1,1
12710260.7611,2549676.9394,SWD40325621,22.0,14.26,7.74,0,0,0,1,1
12710479.8991,2550279.261,SWD40321791,18.561,14.961,3.6,0,0,0,1,1
12710328.2686,2550072.2087,SWD40315481,24.0,12.95,11.05,0,0,0,1,1
12710100.5277,2549731.6277,SWD40325641,18.0,10.9,7.1,0,0,0,1,1
12710020.6655,2549771.3302,SWD40325661,12.12,8.52,3.6,0,0,0,1,1
12709870.3884,2549661.349,SWD40313581,8.829,5.229,3.6,0,0,0,1,1
12709866.0054,2549674.4776,SWD40313582,8.66,5.06,3.6,0,0,0,1,1
12710262.9801,2549570.4172,SWD40320261,21.78,18.18,3.6,0,0,0,1,1
12710300.0251,2549468.3597,SWD40320171,35.0,31.04,3.96,0,0,0,1,1
12710128.7284,2550053.6194,SWD40313121,14.269,10.669,3.6,0,0,0,1,1
12709949.8242,2549806.9544,SWD40314131,10.22,6.62,3.6,0,0,0,1,1
12709887.1823,2549705.6523,SWD40680071,9.08,5.48,3.6,0,0,0,1,1
12709927.8693,2549764.7522,SWD40680031,10.3,6.7,3.6,0,0,0,1,1
12709927.5959,2549764.3559,SWD40933401,10.28,6.07,4.21,0,0,0,1,1
12709907.1458,2549734.9335,SWD40986601,9.18,5.35,3.83,0,0,0,1,1
12710280.5188,2549670.6925,SWD40955041,19.0,15.0,4.0,0,0,0,1,1
12710455.886,2550068.6299,SWD40316091,22.34,18.74,3.6,0,0,0,1,1
12710456.0513,2550068.3468,SWD40316101,22.4,18.8,3.6,0,0,0,1,1
12709950.1,2549796.3,crosspoint,10.01,6.41,3.6,0,0,0,1,1
